metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_reqs,1757787305,1.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,,
http_req_duration,1757787305,92.853739,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,,
http_req_blocked,1757787305,0.000362,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,,
http_req_connecting,1757787305,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,,
http_req_tls_handshaking,1757787305,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,,
http_req_sending,1757787305,0.050791,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,,
http_req_waiting,1757787305,92.644293,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,,
http_req_receiving,1757787305,0.158655,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,,
http_req_failed,1757787305,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,,
checks,1757787305,1.000000,asset /_app/immutable/assets/0.56795cc5.css loads,,,,,,,,default,,,,,,,
checks,1757787305,1.000000,asset /_app/immutable/assets/0.56795cc5.css response time < 500ms,,,,,,,,default,,,,,,,
http_reqs,1757787305,1.000000,,,,true,,GET,https://quickpizza.grafana.com/images/pizza.png,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/images/pizza.png,,
http_req_duration,1757787305,183.210555,,,,true,,GET,https://quickpizza.grafana.com/images/pizza.png,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/images/pizza.png,,
http_req_blocked,1757787305,0.000602,,,,true,,GET,https://quickpizza.grafana.com/images/pizza.png,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/images/pizza.png,,
http_req_connecting,1757787305,0.000000,,,,true,,GET,https://quickpizza.grafana.com/images/pizza.png,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/images/pizza.png,,
http_req_tls_handshaking,1757787305,0.000000,,,,true,,GET,https://quickpizza.grafana.com/images/pizza.png,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/images/pizza.png,,
http_req_sending,1757787305,0.043918,,,,true,,GET,https://quickpizza.grafana.com/images/pizza.png,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/images/pizza.png,,
http_req_waiting,1757787305,91.869532,,,,true,,GET,https://quickpizza.grafana.com/images/pizza.png,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/images/pizza.png,,
http_req_receiving,1757787305,91.297105,,,,true,,GET,https://quickpizza.grafana.com/images/pizza.png,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/images/pizza.png,,
http_req_failed,1757787305,0.000000,,,,true,,GET,https://quickpizza.grafana.com/images/pizza.png,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/images/pizza.png,,
checks,1757787305,1.000000,asset /images/pizza.png loads,,,,,,,,default,,,,,,,
checks,1757787305,1.000000,asset /images/pizza.png response time < 500ms,,,,,,,,default,,,,,,,
http_reqs,1757787305,1.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,,
http_req_duration,1757787305,92.787409,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,,
http_req_blocked,1757787305,0.000420,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,,
http_req_connecting,1757787305,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,,
http_req_tls_handshaking,1757787305,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,,
http_req_sending,1757787305,0.071491,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,,
http_req_waiting,1757787305,92.637186,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,,
http_req_receiving,1757787305,0.078732,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,,
http_req_failed,1757787305,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,,
checks,1757787305,1.000000,asset /_app/immutable/assets/4.1bdb0f28.css loads,,,,,,,,default,,,,,,,
checks,1757787305,1.000000,asset /_app/immutable/assets/4.1bdb0f28.css response time < 500ms,,,,,,,,default,,,,,,,
http_reqs,1757787305,1.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,,
http_req_duration,1757787305,92.211746,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,,
http_req_blocked,1757787305,0.000391,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,,
http_req_connecting,1757787305,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,,
http_req_tls_handshaking,1757787305,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,,
http_req_sending,1757787305,0.049521,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,,
http_req_waiting,1757787305,92.074334,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,,
http_req_receiving,1757787305,0.087891,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,,
http_req_failed,1757787305,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/0.56795cc5.css,,
checks,1757787305,1.000000,asset /_app/immutable/assets/0.56795cc5.css loads,,,,,,,,default,,,,,,,
checks,1757787305,1.000000,asset /_app/immutable/assets/0.56795cc5.css response time < 500ms,,,,,,,,default,,,,,,,
http_reqs,1757787305,1.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,,
http_req_duration,1757787305,91.982701,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,,
http_req_blocked,1757787305,0.000429,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,,
http_req_connecting,1757787305,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,,
http_req_tls_handshaking,1757787305,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,,
http_req_sending,1757787305,0.062654,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,,
http_req_waiting,1757787305,91.834688,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,,
http_req_receiving,1757787305,0.085359,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,,
http_req_failed,1757787305,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/assets/4.1bdb0f28.css,,
checks,1757787305,1.000000,asset /_app/immutable/assets/4.1bdb0f28.css loads,,,,,,,,default,,,,,,,
checks,1757787305,1.000000,asset /_app/immutable/assets/4.1bdb0f28.css response time < 500ms,,,,,,,,default,,,,,,,
vus,1757787306,10.000000,,,,,,,,,,,,,,,,
vus_max,1757787306,10.000000,,,,,,,,,,,,,,,,
http_reqs,1757787306,1.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,,
http_req_duration,1757787306,98.176828,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,,
http_req_blocked,1757787306,0.001129,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,,
http_req_connecting,1757787306,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,,
http_req_tls_handshaking,1757787306,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,,
http_req_sending,1757787306,0.063315,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,,
http_req_waiting,1757787306,97.947826,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,,
http_req_receiving,1757787306,0.165687,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,,
http_req_failed,1757787306,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,,
checks,1757787306,1.000000,JS module /_app/immutable/entry/start.865d8e2a.js loads,,,,,,,,default,,,,,,,
checks,1757787306,1.000000,JS module /_app/immutable/entry/start.865d8e2a.js response time < 800ms,,,,,,,,default,,,,,,,
http_reqs,1757787306,1.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,,
http_req_duration,1757787306,97.336020,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,,
http_req_blocked,1757787306,0.000674,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,,
http_req_connecting,1757787306,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,,
http_req_tls_handshaking,1757787306,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,,
http_req_sending,1757787306,0.053223,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,,
http_req_waiting,1757787306,96.867497,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,,
http_req_receiving,1757787306,0.415300,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,,
http_req_failed,1757787306,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,,
checks,1757787306,1.000000,JS module /_app/immutable/entry/start.865d8e2a.js loads,,,,,,,,default,,,,,,,
checks,1757787306,1.000000,JS module /_app/immutable/entry/start.865d8e2a.js response time < 800ms,,,,,,,,default,,,,,,,
http_reqs,1757787306,1.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,,
http_req_duration,1757787306,93.034672,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,,
http_req_blocked,1757787306,0.000661,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,,
http_req_connecting,1757787306,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,,
http_req_tls_handshaking,1757787306,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,,
http_req_sending,1757787306,0.065753,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,,
http_req_waiting,1757787306,92.856439,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,,
http_req_receiving,1757787306,0.112480,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,,
http_req_failed,1757787306,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,,
checks,1757787306,1.000000,JS module /_app/immutable/chunks/index.98b0eb20.js loads,,,,,,,,default,,,,,,,
checks,1757787306,1.000000,JS module /_app/immutable/chunks/index.98b0eb20.js response time < 800ms,,,,,,,,default,,,,,,,
http_reqs,1757787306,1.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,,
http_req_duration,1757787306,97.082241,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,,
http_req_blocked,1757787306,0.000658,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,,
http_req_connecting,1757787306,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,,
http_req_tls_handshaking,1757787306,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,,
http_req_sending,1757787306,0.323990,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,,
http_req_waiting,1757787306,96.650844,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,,
http_req_receiving,1757787306,0.107407,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,,
http_req_failed,1757787306,0.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/chunks/index.98b0eb20.js,,
checks,1757787306,1.000000,JS module /_app/immutable/chunks/index.98b0eb20.js loads,,,,,,,,default,,,,,,,
checks,1757787306,1.000000,JS module /_app/immutable/chunks/index.98b0eb20.js response time < 800ms,,,,,,,,default,,,,,,,
http_reqs,1757787306,1.000000,,,,true,,GET,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,HTTP/2.0,default,,200,,tls1.3,https://quickpizza.grafana.com/_app/immutable/entry/start.865d8e2a.js,,
